0,1,2,3,4,5,6,7,8,9,10,11
203.5121285638263,0.05145553806180809,-1.1146321645770902,203.8693341038237,0.39866161770390707,-0.5944506455528855,-0.18096495724891257,-0.5258628400505325,-0.24397749412445546,-1.3613528782343678,-0.6536609402470953,-0.05257905059917132
197.1477479474316,0.03420412547786568,-1.1753091694065372,197.40285778080087,0.28745698604066944,-0.654631963080041,-0.1302908251298367,-0.24841117178098493,-0.1425495546964319,-0.9039617620848649,-0.4180053329362129,-0.058085399530611384
180.13306964401735,-0.0076735250433893135,-1.184182146856451,180.1221258689833,-0.0055945977988488375,-0.8336206620321243,0.013686628830407669,0.3355936538272286,0.0937659860682921,0.2612748238431545,0.16099616660995672,-0.04529963223273421
152.1074664200356,-0.07376845206781704,-1.1383629959589372,151.6628502343647,-0.4855438006039387,-1.1338733347835128,0.26778870496201634,1.2467036416923365,0.48066423311379386,2.2312594603141145,1.125485241751538,-0.008075030861539507
114.4676799375999,-0.1591247080280047,-1.0433269695546425,113.44571181388721,-1.1271256625089778,-1.537812293788805,0.6313970711931686,2.4433129644889995,1.0076207387802847,4.961966680043245,2.4481936955948695,0.055485462648122486
70.41010920700644,-0.25442189936460674,-0.9133842322105803,68.71878941657113,-1.8743361626647155,-2.007752015986808,1.0826865896668971,3.81983575256515,1.6352429910393365,8.247287951304873,4.023430171840488,0.14074985710176027
24.465184720269743,-0.34742841846671363,-0.7697086955641682,22.084140745952155,-2.6487449601360638,-2.491568158087221,1.5805094454878557,5.226021402590656,2.3014700290997228,11.744729549058038,5.68121036403025,0.23548264018204912
-18.437107172679642,-0.4255359447020697,-0.6360259319274983,-21.451617461110725,-3.365768493354145,-2.933529757392003,2.0724131689478105,6.5051087706627175,2.93632561917637,15.050293910859276,7.225250177442176,0.3208820547005464
-54.08392518142617,-0.47860434050954015,-0.5332738536927302,-57.611496797087945,-3.9538933784740387,-3.2869567814247547,2.5060148445369093,7.536043945711204,3.4797178980645085,17.798546014926455,8.482664487270979,0.3752013320885603
-79.87476067067512,-0.5011137314150098,-0.4751584226474861,-83.75701866198827,-4.3698882856571615,-3.524130282113904,2.8391905954817305,8.25966870618507,3.894112327100347,19.74670965253121,9.345337475286717,0.37936518140999975
-95.19963991603403,-0.4929392395852995,-0.4660602666465862,-99.27180070709417,-4.604977850866302,-3.640197184844694,3.0465834528524915,8.680173311488714,4.167797832365958,20.814068928124637,9.789538694366886,0.32274197616191413
-101.25017427029486,-0.4586875725040054,-0.5016147146296047,-105.3690822180223,-4.681219010448162,-3.650625709027299,3.122309001897425,8.847955454070126,4.31022425024848,21.07266751969353,9.871458364386507,0.2068349427266333
-100.42628218191946,-0.40604304601893804,-0.5712858971933071,-104.48873856962639,-4.640989432377979,-3.5841547707896835,3.0793206329743588,8.835991542620686,4.343792806451118,20.702972415709162,9.703157084898349,0.04542621058641129
-95.58996322804646,-0.3437558172584256,-0.6618175015055556,-99.53918825508647,-4.533992447302942,-3.474130297068809,2.9459227433960873,8.71979751019592,4.296254889284681,19.935669154613993,9.417356553634585,-0.13887813620355796
-89.39363581820213,-0.27982225829748825,-0.7605113588658807,-93.21523692843029,-4.405724059219206,-3.3508052431112634,2.7601362768281246,8.565675034734475,4.195848225321661,18.99895189611767,9.131761185983176,-0.32046342406269396
-83.82671749806069,-0.22020343455756838,-0.8576206752807298,-87.53767887029504,-4.289850681625347,-3.236209341202908,2.562894279851421,8.426687033933234,4.069015117050818,18.08245961435454,8.923077433275356,-0.4769106098034482
-80.02755629554852,-0.16821792313542855,-0.9475426223765102,-83.66239174601509,-4.205238850110584,-3.1421024108267135,2.391031719555417,8.342310841667402,3.9392616367973936,17.31962462275706,8.816904698731134,-0.593688312694374
-78.32917880639755,-0.1245828203748182,-1.0288351341250626,-81.92685064351348,-4.157003906217873,-3.070646465346715,2.2711367281005215,8.33726741500515,3.8258324944916553,16.78443998761643,8.793789068332462,-0.6661277025678414
-78.46090401358765,-0.08796599741567263,-1.1033173059065597,-82.05492270829453,-4.140156920523529,-3.016914936131087,2.2157347040476685,8.418173876968888,3.7418968520515277,16.497466826501373,8.807107790253005,-0.6984242935973258
-79.81474012177449,-0.05584183910469145,-1.174637234635251,-83.42750592655804,-4.144239643658836,-2.972204941378228,2.2231671904823576,8.570800395989647,3.69297684005884,16.437063068241628,8.806366410428668,-0.7003510013124499
-81.69811507321113,-0.025411979194969292,-1.2467171725375457,-85.33939012920075,-4.157600926715617,-2.927240710599343,2.2813432956096835,8.761963380991137,3.6767166447059525,16.553073960530064,8.758859543405283,-0.683107137969747
-83.52162679903594,0.005627891275640291,-1.3224295254280298,-87.1902246449977,-4.1704745731117,-2.8746274372015836,2.3738394344587563,8.947737126674523,3.6846182601228286,16.78099980988525,8.662900720071283,-0.6560166401223616
-84.90110027016621,0.038625040327765314,-1.4027420737509675,-88.58849328790942,-4.176566141243939,-2.8102293710360766,2.485639166119171,9.085809127002635,3.705364676008675,17.055229213261164,8.547944136943789,-0.6251570758279277
-85.67903206945475,0.07386249314805475,-1.486431159676557,-89.37354489409775,-4.173296555370857,-2.7334428187193787,2.606106572540998,9.14726780211093,3.72847862761884,17.320213905450323,8.461916711310256,-0.5937960880510352
